0,10,3,-10.815,1.545,16.69999,RGBA(1.000, 0.000, 0.000, 1.000),(0.8, 0.6, 0.2, 0.2)
0,10,5,-8.25,8.25,32.90003,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.0, 0.4, 0.9)
0,10,9,-4.635,7.725,17.79999,RGBA(0.000, 0.000, 1.000, 1.000),(0.7, 0.1, 0.7, 0.2)
0,10,10,-13.75,13.75,29.10003,RGBA(0.000, 1.000, 0.000, 1.000),(0.3, 0.1, 0.7, 0.6)
0,10,12,1.545,1.545,19.8,RGBA(1.000, 0.922, 0.016, 1.000),(0.1, 0.7, 0.1, 0.7)
0,10,14,13.75,2.75,32.00005,RGBA(0.000, 0.000, 1.000, 1.000),(0.0, 0.7, 0.4, 0.6)
0,10,16,1.545,4.635,19.3,RGBA(1.000, 0.000, 0.000, 1.000),(0.6, 0.3, 0.6, 0.3)
0,10,19,19.25,8.25,28.00003,RGBA(1.000, 0.000, 0.000, 1.000),(0.8, 0.2, 0.3, 0.5)
0,10,26,-7.725,-1.545,18.29999,RGBA(1.000, 0.000, 0.000, 1.000),(0.5, 0.5, 0.5, 0.5)
0,10,27,-19.25,-2.75,29.10003,RGBA(0.000, 1.000, 0.000, 1.000),(0.1, 0.8, 0.6, 0.2)
0,10,31,-19.25,-8.25,28.00003,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.4, 0.2, 0.8)
0,10,34,-13.75,-13.75,29.10003,RGBA(1.000, 0.000, 0.000, 1.000),(0.2, 0.4, 0.1, 0.9)
0,10,41,4.635,-4.635,18.8,RGBA(1.000, 0.000, 0.000, 1.000),(0.8, 0.0, 0.6, 0.2)
0,10,42,13.75,-8.25,31.10004,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.8, 0.2, 0.4)
0,10,43,10.815,-4.635,16.09999,RGBA(0.000, 0.000, 1.000, 1.000),(0.3, 0.2, 0.1, 0.9)
