exp,subj,age,gender,block,awareness_type,session,trial,set,pattern,quadrant,RT,num_additional_Rs,dist_to_T,camera_distance_from_target,angle_error_degrees,fc_response
3,38,21,F,6,1,1,13,6,23,3,3465,0,0.560411,12.54355,2.506787,-1
3,38,21,F,6,1,1,14,1,22,2,2188,0,0.184957,6.454381,1.54345,-1
3,38,21,F,6,1,1,15,2,24,4,1598,0,0.1189202,12.54458,0.5326577,-1
3,38,21,F,6,1,1,16,1,23,3,2521,0,0.07967372,6.591383,0.6641131,-1
3,38,21,F,7,1,1,1,6,28,4,3599,1,0.6163846,12.60794,2.772482,-1
3,38,21,F,7,1,1,2,2,25,1,5043,3,0.8084872,12.54928,3.618499,-1
3,38,21,F,7,1,1,3,6,26,2,9987,7,0.8763775,12.51389,3.973551,-1
3,38,21,F,7,1,1,4,6,27,3,6854,5,0.5096786,12.5328,2.308765,-1
3,38,21,F,7,1,1,5,2,28,4,1488,0,0.01674902,12.54643,0.07661668,-1
3,38,21,F,7,1,1,6,5,27,3,3176,2,0.02580221,6.583788,0.2139789,-1
3,38,21,F,7,1,1,7,1,28,4,2287,0,0.2487926,6.56388,2.051377,-1
3,38,21,F,7,1,1,8,5,26,2,7410,0,0.4015999,6.472052,3.387898,-1
3,38,21,F,7,1,1,9,5,25,1,6165,0,0.4098274,6.55495,3.415697,-1
3,38,21,F,7,1,1,10,2,27,3,9999,9,-1,-1,-1,-1
3,38,21,F,7,1,1,11,1,26,2,2087,0,0.04080814,6.47052,0.343781,-1
3,38,21,F,7,1,1,12,5,28,4,2877,0,0.3207649,6.604073,2.635148,-1
3,38,21,F,7,1,1,13,2,26,2,2343,0,0.661675,12.52521,3.010839,-1
3,38,21,F,7,1,1,14,6,25,1,2320,1,0.2201401,12.5304,0.9889315,-1
3,38,21,F,7,1,1,15,1,27,3,7410,5,1.51362e-7,6.605127,0,-1
3,38,21,F,7,1,1,16,1,25,1,2154,1,5.132853e-8,6.542226,0,-1
3,38,21,F,8,1,1,1,6,30,2,5643,3,0.002867288,12.49976,0,-1
3,38,21,F,8,1,1,2,5,29,1,3043,2,0.2321415,6.523746,1.942493,-1
3,38,21,F,8,1,1,3,2,31,3,2543,1,0.07265221,12.54485,0.3262592,-1
3,38,21,F,8,1,1,4,1,30,2,3610,0,0.5521713,6.459263,4.739335,-1
3,38,21,F,8,1,1,5,2,29,1,2032,0,0.8648611,12.54909,3.915467,-1
3,38,21,F,8,1,1,6,5,30,2,3121,2,0.3777464,6.512872,3.164587,-1
3,38,21,F,8,1,1,7,1,31,3,2988,1,0.08383866,6.592729,0.6985759,-1
3,38,21,F,8,1,1,8,6,32,4,3999,2,0.9169826,12.57653,4.11247,-1
3,38,21,F,8,1,1,9,5,31,3,2488,2,0.05177819,6.572942,0.429328,-1
3,38,21,F,8,1,1,10,2,30,2,8143,5,0.5223569,12.50774,2.336824,-1
3,38,21,F,8,1,1,11,2,32,4,5154,2,1.16465e-7,12.54952,0,-1
3,38,21,F,8,1,1,12,6,29,1,9999,8,-1,-1,-1,-1
3,38,21,F,8,1,1,13,5,32,4,4321,0,0.2941814,6.627133,2.464263,-1
3,38,21,F,8,1,1,14,6,31,3,9999,4,-1,-1,-1,-1
3,38,21,F,8,1,1,15,1,29,1,5987,3,0.2181094,6.539608,1.866659,-1
3,38,21,F,8,1,1,16,1,32,4,4388,2,0.1049179,6.578644,0.8764802,-1
3,38,21,F,9,1,1,1,1,33,1,1688,1,0.3183732,6.557312,2.656528,-1
3,38,21,F,9,1,1,2,5,36,4,9999,7,-1,-1,-1,-1
3,38,21,F,9,1,1,3,1,34,2,2598,1,0.2369048,6.465111,1.970502,-1
3,38,21,F,9,1,1,4,1,35,3,4521,2,0.01970149,6.608673,0.1631294,-1
3,38,21,F,9,1,1,5,2,36,4,9509,5,0.5508406,12.5182,2.480729,-1
3,38,21,F,9,1,1,6,2,34,2,8643,6,0.3427074,12.535,1.534804,-1
3,38,21,F,9,1,1,7,2,35,3,4476,4,0.913941,12.56056,4.139051,-1
3,38,21,F,9,1,1,8,1,36,4,1987,0,0.1526959,6.562584,1.25881,-1
3,38,21,F,9,1,1,9,5,33,1,4532,2,4.640177e-8,6.553521,0,-1
3,38,21,F,9,1,1,10,5,35,3,2198,1,0.1933282,6.553518,1.633746,-1
3,38,21,F,9,1,1,11,5,34,2,3221,0,0.476348,6.514663,3.990861,-1
3,38,21,F,9,1,1,12,6,36,4,7343,0,0.8419604,12.56868,3.732975,-1
3,38,21,F,9,1,1,13,2,33,1,2721,1,0.4442765,12.5602,1.97853,-1
3,38,21,F,9,1,1,14,6,35,3,2032,1,0.6970068,12.49714,3.168174,-1
3,38,21,F,9,1,1,15,6,34,2,1877,0,0.6450638,12.52291,2.88018,-1
3,38,21,F,9,1,1,16,6,33,1,3610,2,0.489866,12.55451,2.208505,-1
3,38,21,F,10,1,1,1,6,38,2,2176,0,0.8640025,12.47526,3.89531,-1
3,38,21,F,10,1,1,2,6,40,4,3043,1,0.7395139,12.54597,3.267226,-1
3,38,21,F,10,1,1,3,2,38,2,1854,0,0.8618169,12.52228,3.850208,-1
3,38,21,F,10,1,1,4,6,39,3,9999,2,-1,-1,-1,-1
3,38,21,F,10,1,1,5,5,37,1,3043,1,7.540202e-8,6.57773,0,-1
3,38,21,F,10,1,1,6,5,40,4,2943,0,0.2950754,6.580011,2.411028,-1
3,38,21,F,10,1,1,7,1,37,1,2754,1,0.04206935,6.571232,0.3533245,-1
3,38,21,F,10,1,1,8,5,39,3,1832,1,0.1052498,6.56457,0.8842595,-1
3,38,21,F,10,1,1,9,1,38,2,2165,0,0.2399835,6.489149,1.990857,-1
3,38,21,F,10,1,1,10,2,40,4,999,0,0.7425427,12.54488,3.289679,-1
3,38,21,F,10,1,1,11,2,37,1,2032,0,0.3186105,12.57511,1.418169,-1
3,38,21,F,10,1,1,12,1,39,3,2732,1,1.114271e-7,6.607584,0,-1
3,38,21,F,10,1,1,13,1,40,4,1421,0,0.5094998,6.565509,4.202536,-1
3,38,21,F,10,1,1,14,5,38,2,2276,1,7.286822e-8,6.520841,0,-1
3,38,21,F,10,1,1,15,2,39,3,1310,0,0.2931666,12.57007,1.310599,-1
3,38,21,F,10,1,1,16,6,37,1,1443,0,0.8242828,12.58102,3.706973,-1
3,38,21,F,11,1,1,1,3,43,3,2454,1,0.2800341,6.609419,2.365792,-1
3,38,21,F,11,1,1,2,6,44,4,1610,0,0.05060569,12.60735,0.2246844,-1
3,38,21,F,11,1,1,3,6,43,3,2543,2,0.6927795,12.55507,3.143733,-1
3,38,21,F,11,1,1,4,4,44,4,1321,0,0.5878267,12.5447,2.598647,-1
3,38,21,F,11,1,1,5,5,41,1,2499,1,0.3499108,6.526993,3.018696,-1
3,38,21,F,11,1,1,6,4,42,2,1788,0,0.09289434,12.53114,0.4168407,-1
3,38,21,F,11,1,1,7,5,44,4,5521,4,0.2836371,6.565325,2.33808,-1
3,38,21,F,11,1,1,8,6,41,1,1199,0,0.6605963,12.50936,2.926701,-1
3,38,21,F,11,1,1,9,5,42,2,3365,2,1.439588e-7,6.476219,0,-1
3,38,21,F,11,1,1,10,4,43,3,1488,1,0.740432,12.55649,3.34451,-1
3,38,21,F,11,1,1,11,3,42,2,1899,0,0.1721944,6.476174,1.451718,-1
3,38,21,F,11,1,1,12,3,41,1,2487,2,0.2548744,6.5611,2.180052,-1
3,38,21,F,11,1,1,13,5,43,3,3087,2,0.3088446,6.563296,2.620997,-1
3,38,21,F,11,1,1,14,4,41,1,2121,0,0.9048829,12.56643,4.030217,-1
3,38,21,F,11,1,1,15,6,42,2,1255,0,0.7677075,12.50554,3.42457,-1
3,38,21,F,11,1,1,16,3,44,4,3332,1,0.2722823,6.570152,2.246289,-1
3,38,21,F,12,1,1,1,6,47,3,9999,2,-1,-1,-1,-1
3,38,21,F,12,1,1,2,4,48,4,3066,2,0.9580696,12.54274,4.246854,-1
3,38,21,F,12,1,1,3,3,47,3,5943,2,0.1611398,6.613986,1.327659,-1
3,38,21,F,12,1,1,4,5,45,1,1877,1,0.04445603,6.516395,0.3748225,-1
3,38,21,F,12,1,1,5,5,46,2,2521,0,0.07107227,6.486053,0.6003569,-1
3,38,21,F,12,1,1,6,4,45,1,1843,0,0.5728973,12.57043,2.563917,-1
3,38,21,F,12,1,1,7,4,47,3,5999,3,0.9101732,12.57613,4.06433,-1
3,38,21,F,12,1,1,8,3,45,1,2132,2,0.05957098,6.572169,0.5024107,-1
3,38,21,F,12,1,1,9,6,48,4,2466,0,0.2595599,12.54796,1.154536,-1
3,38,21,F,12,1,1,10,4,46,2,2565,1,0.8650477,12.53589,3.860518,-1
3,38,21,F,12,1,1,11,5,48,4,4343,2,0.2687985,6.561543,2.212401,-1
3,38,21,F,12,1,1,12,3,46,2,4499,1,7.053755e-8,6.463552,0.01978234,-1
3,38,21,F,12,1,1,13,6,45,1,1387,0,0.6857621,12.51387,3.039828,-1
3,38,21,F,12,1,1,14,6,46,2,1532,0,0.7705049,12.4818,3.438263,-1
3,38,21,F,12,1,1,15,5,47,3,6211,1,0.3147101,6.604196,2.62025,-1
3,38,21,F,12,1,1,16,3,48,4,4876,2,0.2585188,6.570053,2.175919,-1
3,38,21,F,13,1,1,1,4,51,3,2432,0,1.072815,12.55441,4.801957,-1
3,38,21,F,13,1,1,2,6,50,2,3143,0,0.9993062,12.52563,4.5442,-1
3,38,21,F,13,1,1,3,6,49,1,1543,0,0.8571693,12.5052,3.795605,-1
3,38,21,F,13,1,1,4,5,51,3,3743,1,0.02673802,6.57693,0.2229358,-1
3,38,21,F,13,1,1,5,3,50,2,2643,0,0.2117455,6.47973,1.766357,-1
3,38,21,F,13,1,1,6,6,51,3,2454,0,0.8907753,12.55372,3.968818,-1
3,38,21,F,13,1,1,7,4,49,1,1699,0,0.6383941,12.5697,2.868193,-1
3,38,21,F,13,1,1,8,5,52,4,1921,0,0.5138153,6.596143,4.19171,-1
3,38,21,F,13,1,1,9,5,50,2,2277,0,0.006060032,6.479423,0.05233916,-1
3,38,21,F,13,1,1,10,4,52,4,5577,5,0.3401452,12.56377,1.521743,-1
3,38,21,F,13,1,1,11,3,49,1,1854,1,0.2604394,6.555737,2.197489,-1
3,38,21,F,13,1,1,12,3,51,3,4032,1,0.008636126,6.593567,0.07132626,-1
3,38,21,F,13,1,1,13,5,49,1,2443,2,1.110257e-7,6.535117,0,-1
3,38,21,F,13,1,1,14,6,52,4,3688,1,0.4771411,12.56308,2.138356,-1
3,38,21,F,13,1,1,15,4,50,2,3499,1,0.425371,12.5534,1.898676,-1
3,38,21,F,13,1,1,16,3,52,4,2965,0,0.3685015,6.568179,3.036929,-1
3,38,21,F,14,1,1,1,4,55,3,3399,3,0.09201115,12.5408,0.4125943,-1
3,38,21,F,14,1,1,2,4,54,2,2943,0,0.8980646,12.54055,4.08327,-1
3,38,21,F,14,1,1,3,5,53,1,3943,1,0.1084902,6.575792,0.9115012,-1
3,38,21,F,14,1,1,4,4,56,4,4987,1,0.7077763,12.52953,3.139184,-1
3,38,21,F,14,1,1,5,3,53,1,987,0,0.1827953,6.56767,1.528031,-1
3,38,21,F,14,1,1,6,3,54,2,6176,2,0.5398178,6.465406,4.630836,-1
3,38,21,F,14,1,1,7,6,56,4,3088,0,0.5863253,12.55406,2.590197,-1
3,38,21,F,14,1,1,8,5,55,3,6087,2,0.2189773,6.581437,1.834084,-1
3,38,21,F,14,1,1,9,5,56,4,2999,0,0.2120177,6.582738,1.751224,-1
3,38,21,F,14,1,1,10,6,53,1,3387,2,2.025442e-7,12.50038,0,-1
3,38,21,F,14,1,1,11,6,55,3,2254,1,0.2194712,12.5117,0.9877436,-1
3,38,21,F,14,1,1,12,3,56,4,3621,2,0.2342711,6.562669,1.931987,-1
3,38,21,F,14,1,1,13,5,54,2,4676,3,2.817982e-8,6.475133,0,-1
3,38,21,F,14,1,1,14,3,55,3,3598,1,0.4307508,6.58454,3.603751,-1
3,38,21,F,14,1,1,15,6,54,2,3099,0,1.009936,12.4645,4.526363,-1
3,38,21,F,14,1,1,16,4,53,1,1587,0,0.6269684,12.55992,2.792601,-1
3,38,21,F,15,1,1,1,5,60,4,5376,4,0.3863294,6.567794,3.196962,-1
3,38,21,F,15,1,1,2,6,57,1,1465,0,1.41735e-7,12.55218,0.01978234,-1
3,38,21,F,15,1,1,3,6,59,3,1687,0,0.7567829,12.51409,3.378639,-1
3,38,21,F,15,1,1,4,5,58,2,2010,0,0.2500618,6.475989,2.109978,-1
3,38,21,F,15,1,1,5,3,59,3,2721,1,0.4385918,6.584682,3.70211,-1
3,38,21,F,15,1,1,6,6,60,4,2332,0,0.7102729,12.53877,3.148151,-1
3,38,21,F,15,1,1,7,5,59,3,3265,1,0.02489576,6.573609,0.20842,-1
3,38,21,F,15,1,1,8,4,58,2,2387,0,0.5523327,12.52987,2.501785,-1
3,38,21,F,15,1,1,9,4,60,4,2121,0,7.266424e-8,12.55818,0,-1
3,38,21,F,15,1,1,10,5,57,1,1977,0,0.1624967,6.564115,1.380552,-1
3,38,21,F,15,1,1,11,3,58,2,2332,0,0.5231286,6.481271,4.37372,-1
3,38,21,F,15,1,1,12,4,57,1,1832,0,0.4046355,12.56071,1.821342,-1
3,38,21,F,15,1,1,13,6,58,2,4876,3,0.9380297,12.50803,4.227163,-1
3,38,21,F,15,1,1,14,3,60,4,7954,4,0.2257608,6.584266,1.901457,-1
3,38,21,F,15,1,1,15,3,57,1,4932,3,0.50318,6.548123,4.338154,-1
3,38,21,F,15,1,1,16,4,59,3,1754,1,0.2758839,12.56302,1.242696,-1
3,38,21,F,16,1,1,1,5,61,1,1910,0,0.2297378,6.560845,1.961543,-1
3,38,21,F,16,1,1,2,6,63,3,1232,0,0.279485,12.52375,1.258499,-1
3,38,21,F,16,1,1,3,6,64,4,1954,0,0.8908017,12.60278,3.959481,-1
3,38,21,F,16,1,1,4,4,61,1,1432,0,0.3790866,12.56663,1.688528,-1
3,38,21,F,16,1,1,5,4,62,2,2099,1,0.3154072,12.52964,1.421064,-1
3,38,21,F,16,1,1,6,3,64,4,9999,7,-1,-1,-1,-1
3,38,21,F,16,1,1,7,6,62,2,2854,0,1.037936,12.52905,4.65299,-1
3,38,21,F,16,1,1,8,5,63,3,1999,1,0.03988121,6.605906,0.3310224,-1
3,38,21,F,16,1,1,9,3,61,1,2143,0,0.1738114,6.537667,1.483717,-1
3,38,21,F,16,1,1,10,5,62,2,1832,0,0.2687364,6.526643,2.265636,-1
3,38,21,F,16,1,1,11,5,64,4,6221,4,0.179952,6.609674,1.480548,-1
3,38,21,F,16,1,1,12,4,63,3,1632,0,0.4941679,12.57338,2.206732,-1
3,38,21,F,16,1,1,13,6,61,1,2032,0,0.01515619,12.57346,0.07132626,-1
3,38,21,F,16,1,1,14,3,62,2,2243,1,1.040991e-7,6.462632,0,-1
3,38,21,F,16,1,1,15,3,63,3,2410,1,6.251912e-8,6.597679,0,-1
3,38,21,F,16,1,1,16,4,64,4,1510,0,0.5023038,12.55768,2.222551,-1
3,38,21,F,17,1,1,1,4,65,1,1610,0,0.3175591,12.55888,1.425189,-1
3,38,21,F,17,1,1,2,5,68,4,7843,3,0.4335633,6.607611,3.616875,-1
3,38,21,F,17,1,1,3,3,67,3,2265,1,0.5057535,6.606258,4.238499,-1
3,38,21,F,17,1,1,4,6,65,1,1399,0,0.3596066,12.53806,1.611919,-1
3,38,21,F,17,1,1,5,6,66,2,1698,0,0.352488,12.52804,1.576567,-1
3,38,21,F,17,1,1,6,5,65,1,1998,0,0.1833496,6.522167,1.533911,-1
3,38,21,F,17,1,1,7,3,66,2,2399,0,0.1923452,6.467043,1.610097,-1
3,38,21,F,17,1,1,8,6,68,4,2365,1,0.6902803,12.56159,3.110113,-1
3,38,21,F,17,1,1,9,4,67,3,1576,0,0.9057851,12.53041,4.052701,-1
3,38,21,F,17,1,1,10,4,68,4,1743,0,0.4223309,12.53822,1.895375,-1
3,38,21,F,17,1,1,11,6,67,3,1098,0,0.4949319,12.49279,2.227389,-1
3,38,21,F,17,1,1,12,3,68,4,4054,2,0.2414295,6.568168,1.989775,-1
3,38,21,F,17,1,1,13,4,66,2,6776,7,1.068351,12.50224,4.80795,-1
3,38,21,F,17,1,1,14,3,65,1,1543,0,0.2319864,6.54962,1.942695,-1
3,38,21,F,17,1,1,15,5,67,3,2465,2,0.03552001,6.56654,0.2954137,-1
3,38,21,F,17,1,1,16,5,66,2,2054,0,0.3489395,6.484637,2.93645,-1
3,38,21,F,18,1,1,1,6,69,1,3188,0,0.07450996,12.51811,0.3345502,-1
3,38,21,F,18,1,1,2,5,72,4,5399,2,0.05949131,6.585548,0.4929749,-1
3,38,21,F,18,1,1,3,4,71,3,1199,0,0.6905593,12.55929,3.081213,-1
3,38,21,F,18,1,1,4,5,69,1,2354,1,0.5553125,6.554475,4.790356,-1
3,38,21,F,18,1,1,5,5,71,3,2054,1,0.2884608,6.562692,2.367777,-1
3,38,21,F,18,1,1,6,4,69,1,1610,0,0.6357076,12.57128,2.8278470000000002,-1
3,38,21,F,18,1,1,7,4,70,2,2121,0,0.5296973,12.53997,2.390974,-1
3,38,21,F,18,1,1,8,3,71,3,2521,1,0.310496,6.584858,2.59955,-1
3,38,21,F,18,1,1,9,5,70,2,4587,2,0.1001742,6.469851,0.8418618,-1
3,38,21,F,18,1,1,10,4,72,4,1199,0,0.7537332,12.54111,3.340292,-1
3,38,21,F,18,1,1,11,6,70,2,1176,0,0.633065,12.47167,2.839866,-1
3,38,21,F,18,1,1,12,6,72,4,1832,1,0.6858454,12.5387,3.046261,-1
3,38,21,F,18,1,1,13,6,71,3,1232,0,0.5956123,12.51255,2.654907,-1
3,38,21,F,18,1,1,14,3,70,2,2554,1,0.130554,6.475259,1.100562,-1
3,38,21,F,18,1,1,15,3,69,1,3288,2,0.3201086,6.556916,2.748016,-1
3,38,21,F,18,1,1,16,3,72,4,7420,5,0.3344494,6.567751,2.753211,-1
3,38,21,F,1,1,1,1,10,3,3,6410,0,-1,-1,-1,0
3,38,21,F,1,1,1,2,7,1,1,2665,0,-1,-1,-1,1
3,38,21,F,1,1,1,3,9,4,4,8987,0,-1,-1,-1,1
3,38,21,F,1,1,1,4,9,3,3,1921,0,-1,-1,-1,0
3,38,21,F,1,1,1,5,10,4,4,5032,0,-1,-1,-1,1
3,38,21,F,1,1,1,6,8,1,1,2232,0,-1,-1,-1,0
3,38,21,F,1,1,1,7,7,3,3,1565,0,-1,-1,-1,0
3,38,21,F,1,1,1,8,10,2,2,5054,0,-1,-1,-1,1
3,38,21,F,1,1,1,9,7,4,4,3143,0,-1,-1,-1,0
3,38,21,F,1,1,1,10,8,2,2,1876,0,-1,-1,-1,1
3,38,21,F,1,1,1,11,9,1,1,1899,0,-1,-1,-1,0
3,38,21,F,1,1,1,12,8,4,4,1821,0,-1,-1,-1,0
3,38,21,F,1,1,1,13,9,2,2,2076,0,-1,-1,-1,0
3,38,21,F,1,1,1,14,10,1,1,4099,0,-1,-1,-1,1
3,38,21,F,1,1,1,15,7,2,2,2543,0,-1,-1,-1,0
3,38,21,F,1,1,1,16,8,3,3,1788,0,-1,-1,-1,0
3,38,21,F,2,1,1,1,8,4,4,2987,0,-1,-1,-1,1
3,38,21,F,2,1,1,2,10,2,2,3042,0,-1,-1,-1,0
3,38,21,F,2,1,1,3,9,3,3,3388,0,-1,-1,-1,0
3,38,21,F,2,1,1,4,7,4,4,4665,0,-1,-1,-1,0
3,38,21,F,2,1,1,5,9,1,1,2787,0,-1,-1,-1,1
3,38,21,F,2,1,1,6,8,3,3,1576,0,-1,-1,-1,1
3,38,21,F,2,1,1,7,9,4,4,4643,0,-1,-1,-1,1
3,38,21,F,2,1,1,8,8,1,1,1776,0,-1,-1,-1,0
3,38,21,F,2,1,1,9,7,2,2,1731,0,-1,-1,-1,0
3,38,21,F,2,1,1,10,10,4,4,2177,0,-1,-1,-1,1
3,38,21,F,2,1,1,11,10,3,3,5621,0,-1,-1,-1,0
3,38,21,F,2,1,1,12,7,1,1,2454,0,-1,-1,-1,0
3,38,21,F,2,1,1,13,9,2,2,4098,0,-1,-1,-1,1
3,38,21,F,2,1,1,14,10,1,1,2177,0,-1,-1,-1,1
3,38,21,F,2,1,1,15,7,3,3,1899,0,-1,-1,-1,0
3,38,21,F,2,1,1,16,8,2,2,1998,0,-1,-1,-1,0
3,39,19,F,1,1,1,1,5,4,4,3510,2,0.01487346,6.436904,0.1251145,-1
3,39,19,F,1,1,1,2,1,2,2,1065,0,0.4217126,6.437701,3.561395,-1
3,39,19,F,1,1,1,3,2,3,3,3088,0,0.1406745,12.40048,0.6342734,-1
3,39,19,F,1,1,1,4,6,1,1,9999,11,-1,-1,-1,-1
3,39,19,F,1,1,1,5,2,2,2,1632,0,0.673704,12.38258,3.026856,-1
3,39,19,F,1,1,1,6,2,1,1,9999,9,-1,-1,-1,-1
3,39,19,F,1,1,1,7,6,3,3,2543,0,0.9939432,12.37524,4.506283,-1
3,39,19,F,1,1,1,8,5,2,2,3510,1,0.3386315,6.450984,2.863001,-1
3,39,19,F,1,1,1,9,5,3,3,9999,6,-1,-1,-1,-1
3,39,19,F,1,1,1,10,2,4,4,3410,1,0.2781027,12.42824,1.253514,-1
3,39,19,F,1,1,1,11,1,3,3,2344,1,0.530063,6.408819,4.571704,-1
3,39,19,F,1,1,1,12,5,1,1,1476,0,0.3647432,6.438004,3.1954920000000002,-1
3,39,19,F,1,1,1,13,6,4,4,2076,1,0.3558659,12.4266,1.595814,-1
3,39,19,F,1,1,1,14,6,2,2,3943,1,0.2094903,12.38036,0.9466738,-1
3,39,19,F,1,1,1,15,1,1,1,1343,0,0.2089255,6.454868,1.780262,-1
3,39,19,F,1,1,1,16,1,4,4,2265,1,0.3173209,6.445282,2.667485,-1
3,39,19,F,2,1,1,1,1,7,3,1654,0,0.2675904,6.413021,2.276753,-1
3,39,19,F,2,1,1,2,1,8,4,1888,1,0.3188892,6.444787,2.672836,-1
3,39,19,F,2,1,1,3,6,6,2,2299,0,0.2114764,12.40634,0.9555206,-1
3,39,19,F,2,1,1,4,6,7,3,6621,3,0.01055875,12.38661,0.04845664,-1
3,39,19,F,2,1,1,5,2,6,2,1854,1,0.4793549,12.36932,2.159214,-1
3,39,19,F,2,1,1,6,6,5,1,4065,4,0.2356068,12.43152,1.067529,-1
3,39,19,F,2,1,1,7,2,8,4,2221,0,1.064605,12.42648,4.775981,-1
3,39,19,F,2,1,1,8,5,6,2,9998,12,0.2688505,6.449944,2.315198,-1
3,39,19,F,2,1,1,9,5,5,1,1521,0,0.1338266,6.448676,1.154197,-1
3,39,19,F,2,1,1,10,6,8,4,3765,2,0.9651784,12.41846,4.336618,-1
3,39,19,F,2,1,1,11,2,5,1,9999,10,-1,-1,-1,-1
3,39,19,F,2,1,1,12,5,8,4,2865,1,0.4406648,6.436655,3.683924,-1
3,39,19,F,2,1,1,13,2,7,3,8866,8,0.6319642,12.35941,2.888324,-1
3,39,19,F,2,1,1,14,1,5,1,2754,0,0.4648714,6.432988,4.078951,-1
3,39,19,F,2,1,1,15,5,7,3,4765,1,0.42598,6.413234,3.674184,-1
3,39,19,F,2,1,1,16,1,6,2,2321,2,0.4336756,6.448492,3.695757,-1
3,39,19,F,3,1,1,1,5,12,4,2910,1,0.2367762,6.469143,1.993509,-1
3,39,19,F,3,1,1,2,5,9,1,1554,0,0.1823981,6.457064,1.549145,-1
3,39,19,F,3,1,1,3,5,11,3,2676,0,0.3909686,6.422838,3.29408,-1
3,39,19,F,3,1,1,4,2,9,1,5499,4,0.9630338,12.44353,4.373899,-1
3,39,19,F,3,1,1,5,6,10,2,5866,3,0.7302935,12.38401,3.351527,-1
3,39,19,F,3,1,1,6,1,12,4,2254,0,0.3211561,6.443612,2.693409,-1
3,39,19,F,3,1,1,7,5,10,2,3688,1,0.4921856,6.459648,4.15025,-1
3,39,19,F,3,1,1,8,2,12,4,1810,0,0.5817051,12.43079,2.61883,-1
3,39,19,F,3,1,1,9,6,11,3,6243,3,0.4409663,12.39933,1.982088,-1
3,39,19,F,3,1,1,10,1,10,2,2199,1,0.0393158,6.45922,0.3345502,-1
3,39,19,F,3,1,1,11,1,9,1,1809,0,0.4243892,6.441465,3.718312,-1
3,39,19,F,3,1,1,12,1,11,3,1810,0,0.488675,6.416562,4.102266,-1
3,39,19,F,3,1,1,13,6,12,4,1565,0,0.3716761,12.41838,1.662599,-1
3,39,19,F,3,1,1,14,2,10,2,1543,1,0.6360978,12.37828,2.909729,-1
3,39,19,F,3,1,1,15,6,9,1,1632,0,0.7381017,12.42165,3.29711,-1
3,39,19,F,3,1,1,16,2,11,3,1488,0,1.010788,12.38802,4.567975,-1
3,39,19,F,4,1,1,1,1,16,4,3676,3,0.155321,6.467737,1.311047,-1
3,39,19,F,4,1,1,2,5,15,3,3421,2,0.26321870000000003,6.410166,2.257241,-1
3,39,19,F,4,1,1,3,6,14,2,1399,0,0.4812493,12.40355,2.19544,-1
3,39,19,F,4,1,1,4,2,15,3,2176,1,0.5542946,12.38664,2.491201,-1
3,39,19,F,4,1,1,5,5,13,1,2354,1,0.3966022,6.425699,3.480484,-1
3,39,19,F,4,1,1,6,2,16,4,2254,0,0.09193442,12.43682,0.4130683,-1
3,39,19,F,4,1,1,7,2,13,1,2354,0,0.8462937,12.44798,3.820698,-1
3,39,19,F,4,1,1,8,1,14,2,2077,1,0.1155734,6.468515,0.9875455,-1
3,39,19,F,4,1,1,9,6,13,1,3754,3,1.056282,12.43189,4.812715,-1
3,39,19,F,4,1,1,10,6,15,3,1776,0,0.6056033,12.40389,2.716565,-1
3,39,19,F,4,1,1,11,5,16,4,3477,0,0.4318382,6.464287,3.633025,-1
3,39,19,F,4,1,1,12,2,14,2,1466,0,0.9691606,12.37816,4.3626,-1
3,39,19,F,4,1,1,13,6,16,4,3076,0,0.829935,12.43916,3.710879,-1
3,39,19,F,4,1,1,14,1,15,3,5587,1,0.4395131,6.426962,3.704595,-1
3,39,19,F,4,1,1,15,1,13,1,3965,3,0.2898718,6.431008,2.518006,-1
3,39,19,F,4,1,1,16,5,14,2,1343,0,0.06082846,6.4459,0.5147229,-1
3,39,19,F,5,1,1,1,6,17,1,7765,0,0.841326,12.52606,3.807092,-1
3,39,19,F,5,1,1,2,5,20,4,9420,5,0.3831956,6.521638,3.206501,-1
3,39,19,F,5,1,1,3,2,18,2,1965,0,0.4782815,12.43383,2.148947,-1
3,39,19,F,5,1,1,4,6,20,4,7721,5,0.9071563,12.45562,4.058929,-1
3,39,19,F,5,1,1,5,1,17,1,1499,0,0.25853,6.500685,2.225807,-1
3,39,19,F,5,1,1,6,6,19,3,2265,0,0.5574644,12.43666,2.481991,-1
3,39,19,F,5,1,1,7,1,18,2,1810,1,0.5432055,6.497043,4.549241,-1
3,39,19,F,5,1,1,8,2,20,4,2743,2,0.9342719,12.46617,4.236604,-1
3,39,19,F,5,1,1,9,2,17,1,2176,0,0.691285,12.49345,3.108539,-1
3,39,19,F,5,1,1,10,1,19,3,1554,0,0.4303639,6.469426,3.622663,-1
3,39,19,F,5,1,1,11,5,17,1,1110,0,0.1823481,6.465201,1.537097,-1
3,39,19,F,5,1,1,12,6,18,2,3843,0,0.5122163,12.43029,2.302313,-1
3,39,19,F,5,1,1,13,2,19,3,7009,8,0.566839,12.41432,2.550829,-1
3,39,19,F,5,1,1,14,5,18,2,1299,0,0.3483551,6.47802,2.908989,-1
3,39,19,F,5,1,1,15,1,20,4,2265,1,0.1662357,6.498103,1.39297,-1
3,39,19,F,5,1,1,16,5,19,3,4387,0,0.4338,6.468639,3.652055,-1
3,39,19,F,6,1,1,1,2,21,1,2787,0,0.6145884,12.49195,2.771917,-1
